ID,Text
1,أنا عندي خبر حلو، أخويا جاب عروسة جديدة.  
2,كرة القدم هي حياة الأجانب، لكن إحنا عندنا اهتمام خاص في الكورة.  
3,النهاردة صحتني من النوم صاحبي عنده خبر مهم، يبدو إنه هيتجوز.  
4,ماما قالت لي اني لازم اخلي بالي من حالي، صحتي مهمه.  
5,مش قادرة أصدق إن صحبي قرر يسافر برا ويعيش هناك.  
6,بنات العيلة كانوا معايا في الفرح، كانت فرحة كبيرة.  
7,شفت سليم بعد غياب طويل، اتغير بشكل كبير.  
8,الجو النهاردة حار، عاوزين نستمتع بشوية شاي مثلج.  
9,كلنا بنحب نقعد مع الأصحاب في الكافيه ونشوف الأخبار.  
10,البيت مليان ضحك ومزاح، العيلة مع بعض بتبقي أجمل.  
11,بنت خالتي حامل دلوقتي، ونستنيين البيبي بشغف.  
12,جوزي جاب لي هدية حلوة بمناسبة عيد ميلادي.  
13,النهاردة امبارح كان فيه عزومة عند جيرانا، كانت جميلة.  
14,أحب أستمع لمزيكا جديدة مع صحابي في الجامعة.  
15,كان عندي شوية مشاكل في الشغل، بس الأمور اتحلت الحمد لله.  
16,الأسد ياخد وقته، هو جلس طويل بس لازم اجد حل.  
17,الربيع فيه أجواء جميلة، كلنا بننزل نتمشى.  
18,ماما عندها زحمة في الشغل، بس حابة تساعد الكل.  
19,عمايا قال لي إنه سعداء مع الجيران الجدد.  
20,فيه موضوع مهم محتاج تكلم عليه مع صحابك.  
21,عدي يوم جميل في النادي، ضحكات وصحاب.  
22,أنا منتظرة عمي ييجي من السفر، وحشتني الأحاديث معه.  
23,افتكرت أيام زمان، يوم كنا نلعب مع بعض في الشارع.  
24,الأسبوع اللي فات روحنا السينما مع الأصدقاء وكان فيه فيلم حلو.  
25,أحب النبيذ المحلي، بيعيشني مذاقات فريدة.  
26,لازم نروح مشوار مع بعض، حياتنا محتاجة مغامرات.  
27,مكنتش عايزة أفوت فرصة التعرف على ناس جدد.  
28,بقول لكل واحد يحافظ على صحته، لأن الصحة تاج فوق الرأس.  
29,العلاقة بشكل عام محتاجة اهتمام دائماً، ماترجعش للحياة القديمة.  
30,صاحبتي تعبانة، بس عاوزة تقابلني وتفضفض.  
31,رفيقتي جت لي منزلة هداية من فرحها، فرحتني.  
32,في كل مرة نشوف فيها العيلة، بنرجع لنا الذكريات.  
33,هل سمعت عن المهرجانات اللي بتتعمل في البلد؟  
34,اخواتي مش متفاهمين في الموضوع دا، لكن بنرجع نضحك.  
35,احنا عاوزين نعمل حفلة بقدوم السنة الجديدة، حماس.  
36,يفضل التواصل بين الأصدقاء مهم حتى مع الضغوط.  
37,الطبخ مع أمي هو أحسن لحظات حياتي.  
38,الشغل مرهق، بس حب الأصحاب بيخلي العلاج سريع.  
39,قالولي إن فيه دراسة جديدة في المجال، عاوز أشارك.  
40,حبيبي يقول إنه هيتجوز بعد شهر، حصلت الصدمة.  
41,كل واحد عنده حكايات، بس مهما تختلف القصص، النتيجة واحدة.  
42,أحيانًا، بس الهدوء في البيت هو المطلوب بعد يوم طويل.  
43,فكرني لما نزلنا البحر الموسم الماضي، كانت مغامرة ممتعة.  
44,الغذاء الصحي هو الأساس، وكلنا عايزين نحافظ على صحتنا.  
45,علاقتي مع أمي قوية ومبنية على الثقة.  
46,فرحتني لما اتصلت وسألت عن حالي.  
47,كلنا بنحب الأجواء الدافئة في الفروع الصيفية.  
48,عزيمة صحابي كانت حلوة، والموسيقى كانت عال العال.  
49,مع كل هموم الحياة، بيبقى فيه لحظات سعادة.  
50,صديقي الصدوق يحب عائلته وبيساعدهم في كل شيء.  
51,عندنا مشكلة في التركيز بالجامعة، بس مش هنتخلى عنها.  
52,فيه صفاء روح، يعني هدوء نفسي مطلوب بين الحين والآخر.  
53,نويت أبدأ أمارس رياضة جديدة، عاوزة تكون صحية.  
54,بعض الأحيان، نحتاج علاجات خارجية لنجدد نشاطنا.  
55,لازم أزور عمي المريض عشان أطمن عليه.  
56,علينا دائمًا التواصل مع الأصدقاء رغم المسافات.  
57,كثير من الذكريات الجميلة تأتي مع العائلة.  
58,حبيباتنا يحاولوا ينظموا رحلة في الصيف، أفكر أشارك.  
59,لو عندك مشكلة، لازم تحكي لأصحابك.  
60,اجتمعنا مع الأهل وكان الجو عائلي جميل.  
61,الشفاء ليس فقط جسدي، لكن روحي كمان.  
62,أفكر أتزوج قريب، وبتحضر نفسي للمرحلة الجديدة.  
63,فيه نوع من القلق الدائم بسبب الظروف الاقتصادية.  
64,العلاقات الإنسانية تحتاج لمجهود وطاقة، لكن بيستاهلوا.  
65,السعادة الحقيقية هي اللمة مع الأهل والأصدقاء.  
66,كنا بنتكلم عن الذكريات الجميلة، وأجواء الطفولة.  
67,لازم نشجع بعض وندعم أصدقاءنا في حاجة.  
68,الأطفال عندهم طاقة كبيرة، وسعادة في كل شيء.  
69,في عالم اليوم، الاحتياجات الاجتماعية مهمة جدًا.  
70,مشاعر الحب والاحترام هي الأساس في كل علاقة.  
71,فكرت اقابل صحبي، عايز حكايته الجديدة.  
72,شغلي مع العائلة في الأعياد يكون مميز دومًا.  
73,عطلت الصيف لازم نشيل منها تجارب جديدة.  
74,عشق الشاي مع الأهل هو أجمل لحظة يومية.  
75,وقت الأصدقاء هو أروع هدية في الحياة.  
76,فيها ضغوطات، لكن الحماس يعود على الأجواء مع الأصحاب.  
77,دايماً بصدر عيني عائلتي وما تحتاجه.  
78,بعد كل أزمة، يظهر الود والدعم بين الأهل.  
79,أحب أسمع حكايات الناس وأتعلم من تجاربهم.  
80,مرة كنت محتاجة استشارة طبية، لكن مش هزعل على الخجل.  
81,تحركات الحياة بتأثر على العلاقات، لكن روح التعاون مهمة.  
82,كل أحداثنا اليومية تبني شخصياتنا وتجعلنا نكبر.  
83,وجود العيلة والاصدقاء يدي سعادة لا مثيل لها.  
84,بنات جيلنا عندهم طموح وتحفيز للنجاح في الحياة.  
85,أتذكر لمتنا مع صديقات المدرسة، كانت ذكريات رائعة.  
86,المحبة والمودة أساس العلاقات بين البشر.  
87,القرارات الصعبة في الحياة تتطلب توازن بين القلوب والعقول.  
88,الجمع عند الأهل وأجواء رمضان مميزة دائمًا.  
89,قلبي عنده أمل، وأقرب لقاء مع الأصهار.  
90,أحب أتعلم الجديد في الحياة من كل جيراننا.  
91,حان الوقت لحكي مع الأهل عن ازدهار شغلنا.  
92,كنت أتحسر على الأيام التي مرت وأحاول استرجاعها.  
93,الأهل جزء لا يتجزأ من رحلتنا في الحياة.  
94,على مقهي كلنا بنجلس ونشرب القهوة سوا.  
95,كنت ماشية في الشارع وسألت الأصدقاء عن أحوالهم.  
96,أحب أشارك جيراني الألحان الجميلة في أعيادهم.  
97,انسي الأحزان، تعالوا ننبسط ونبعد عن الهم.  
98,علاقتنا مع الجيران تتطلب تواصل دائم.  
99,يوم في النادي مع العائلة كان أصغر من القطة.  
100,دايمًا بنحاول نكون جنب بعض، هو ده النجاح.  
101,دومًا كُنا مترابطين، عائلتنا مثال للحنان.  
102,مؤخراً سمعنا بموضوع زواج صديقنا، الخبر كان مفاجئ.  
103,الحياة ترجع تأخذ لونها مع قهوة مسائية مع الأصدقاء.  
104,الأسرة هي الداعم الأول في كل مرحلة حياتنا.  
105,كثيرة هي الجلسات الدافئة في شتاء خانق.  
106,صديقتي صممت على اتخاذ قرار جديد في حياتها.  
107,العلاقات الأسرية تكون مبنية على الإحترام المتبادل.  
108,افرحوا بكل لحظة، الحياة قصيرة ومليئة بالعبر.  
109,دائمًا في الفرح أحس بانتمائي لعائلتي.  
110,اسمعت عن الحفلة القادمة، يادوب أقدر أحضرها.  
111,الأصدقاء هم عون وقت الضيق، هم نعمة.  
112,كان عندي مشاجرة مع صديقتي، بس كل شيء انتهى بسلام.  
113,أمسيات الأصدقاء مليئة بالذكريات الجميلة.  
114,مصرح بعمري أكثر، بفضل الجو مع بعض.  
115,انعطفت الأمسية نحو الصحة والسعادة.  
116,كيف بتواجه مصاعب الحياة هي الأهم، مش بس تجنبها.  
117,العائلة زادت من قربي للأحباب، الحياة مالهاش قيمة بلاهم.  
118,الجميع يتحدث عن أهميات الصحة النفسية، وأنا معهم.  
119,يجب الحفاظ على الروابط القوية للأطلاع على مشاعرنا.  
120,عزيمة مجمعة على شرف صديقتنا، كانت لفتة رائعة.  
121,الظروف الاقتصادية صعبة بس لازم نضحك برضو.  
122,نافذة الأمل لا تُغلق حتى في يوم صعب.  
123,العزائم اليومية بتمثل معنى التراحم بين الناس.  
124,نسينا قليلاً كل شيء واستمتعنا باللحظة.  
125,احتفلنا بمولود جديد مع الجيران، كانت فرحة كبيرة.  
126,مشاعر الحب واستذكار الأمنيات في المناسبات مهم.  
127,دائمًا بنستمتع بالضحك في أول يوم للأجازة.  
128,النجاح يحتاج علاقات قوية وتواصل دائم.  
129,خد وقتك دوماً لمعرفتك بنفسي وبالآخرين.  
130,الشغف للموسيقى يجمعنا في ليالٍ مميزة.  
131,روح الطموح بتكون أقوى مع الدعم من الأصدقاء.  
132,الصدق أساسي في كل العلاقات، هو أساس المحبة.  
133,صاحبتي كانت مدهشة بلقاءنا بعد فترة غياب طويلة.  
134,عند الاختلاف، نحتاج للنقاش بشكل هادئ.  
135,الأجواء تحت الشجرة في ظل الصيف لها ذكريات خالدة.  
136,كوني بجوار عمتي في الأعياد يجعلني أستمتع بمشاعر أصيلة.  
137,صعب عليا فراق الأصدقاء، لكني أحاول التواصل دائمًا.  
138,دايمًا بامتحانات الحياة بنختار الطريق الصعب.  
139,في كل الأوقات الصعبة، الأسرة تظل هي الداعم الأول.  
140,جمعنا الشوق والأمل، وصرنا نتحدث عن الأشياء الجديدة.
