ID,Text
1,شلون صحتك هاي الأيام؟
2,شنو الأخبار الجديدة يم العائلة؟
3,أهلك زينين إن شاء الله؟
4,صارلك شوية ما جيت، عساك بخير؟
5,وين صاروا هذول الأولاد الحلوين؟
6,افتقدناك هواي، متى راح نشوفك؟
7,بعدك تتواصل ويا حيدر؟
8,سمعت بمولودكم الجديد، مبروك!
9,يا بعد قلبي، شلون صحتك؟
10,كيف العائلة والأحفاد؟
11,امي ترسل لك السلام وتحكيلك مشتاقين.
12,خواتك زينين؟ لازم نزورهم قريب.
13,شخبار الدراسة ويا أولادك؟
14,ما أسمع منك اخبار، إن شاء الله الأمور طيبة؟
15,حالك زين؟ شلون عدكم الوضع؟
16,كلش مشتاقين نسولف وياك.
17,الوضع وياكم مستقر؟
18,بعدني أذكر القعدة وياكم، أحلى أوقات.
19,كيف حال الوالد؟ إن شاء الله بخير؟
20,ياريت لو نلتقي قريب، عندي خبر حلو.
21,سمعت عنكم، والله العظيم فرحتلكم.
22,غبت علينا، شصار بيك ها؟ 
23,شفت فلان قبل كم يوم، يسأل عليك.
24,أولادك كبروا، ان شاء الله نجي نزوركم.
25,صعدت الچارة وياك؟ إن شاء الله نلتقي عن قريب.
26,أي خبر زين توديني وياه؟
27,امس كان خاطري أحچيك وما لقيتك.
28,أشتاق لسوالفنا القديمة وذكرياتنا.
29,شارچ تافلت، مو هيج؟
30,راوي للجماعة، يسلموا عليك ويبوسوا رأسك.
31,قلبي لهفان على الوالدة، إن شاء الله تطمنوني.
32,لك انت وفلان كنتوا دايمًا الشردة، شلونكم هسه؟
33,الجو بيتكم، اكيد اشتاقوله؟
34,وداعتك مرتاحين وياكم ونحب جوكم.
35,بس من أسمع منك ارتاح قلبي.
36,جربت ذاك المطعم؟ واييد حلاوته!
37,لك الحمد لله، على كل حال.
38,حفلة فلاح خطية أبدعت، الله يحفظلهم.
39,تكدر توصيني من هذا المحل؟
40,كان عندكم شيء جديد؟ خبروني.
41,شلون هوساتكم اليوم؟
42,نعمة وفضل من الله، دوم يديم علينا النعمة.
43,صارلك هواي مشكلة بهالأيام؟
44,كل شي زين بالحمد لله!
45,المول.... جيد شي جديد نازل؟
46,يا ويلكم بلا سوالفكم الحلوة!
47,جربتوا بعد شي من هاي القهوة؟
48,الحمد لله، عالة الشباب زانون.
49,وش اخبار المشاكل ويا الجيران؟
50,تحسون بالبرد هالأيام؟
51,الحمد لله سلامتكم من السفر.
52,الأولاد باچر رايحين للعطلة المدرسية؟
53,هذاك الجماعة دايمة مستانسين وياكم.
54,متى متفرغ رايدك على موعد؟
55,اريد اشتري شغلة من السوق، تنصح بشي؟
56,اخذت دوره جديدة بالحسابات، شوي صعب.
57,حسي قريبين نأتيكم واجبنا يعود عليك.
58,وداعتك دوم شغلك نتايج وأحسن.
59,أهلالله؟ صار عندك أخبار حلوة؟
60,وصولك بغداد عطاني فرحة.
61,سمعت لك قصة جديدة عن حرب؟
62,اتشي كملت؟ على خير وعافية ان شاء الله!
63,عاصي ايامك بالخير؟ شخبارك؟
64,يذكرني موقفي البارحة بيوم عرفناه قبل.
65,لك السموحة، إذا ازعجناك.
66,دا نسوي حفلة، نريد دعوتكم.
67,كملت الدفتر لو بعد؟
68,مثل ابوك شلونك بهالطبع!
69,خطييي ومسكين بوقت الشدة، لكن صار اقوى من قبل.
70,رايد اشتري سيارة، أكو شيء تنصحني به؟
71,أكيد، الفطور الصبح وياكم مالحد إبدال.
72,الامور صعبة شوي؟ بس تستاهل!
73,اتفقت مع العمال وإستلم الشغل عثمان.
74,سلام عليكم وين صايرين؟ بالعافية عليكم سهراتكم.
75,واييد حچي بين الناس في الشارع.
76,چيف حالكم بعد الضيفان؟
77,بدون أي شك، الله يرزقكم الخير!
78,الضيافة هاي المرة بحسابنا.
79,أحبكم وما أنسى سوالف السفرات.
80,شخباركم بعد الصيفية؟
81,جهز كل شي للعرس وخليني أجي؟
82,ما غيرت رقمك؟ ياريت نتواصل!
83,ما أنسى موقفك البطولي.
84,معروف نيتك الطيبة، أكيد أفخر بيك!
85,يا شباب، جايين علينا مستعجلين؟
86,شفتوا ابن خالي بالحارة؟
87,طبعا، أولادي يتناقبوا على جامع الجيران.
88,اجتماع قريب؟ عندكم شي خاص؟
89,أه ناصر دايم يسأل عنك مؤخراً؟
90,أتمر علي وقت الظهر باچر؟
91,رجعت فكرتك بخيالي، تسوى كثير.
92,الهاشتاك الجديد، جربتوا عن طريقه؟
93,ما خبصت شسوي ويا موظفي المديرية؟
94,ملوحة مال البحر، نسيت جو البيت؟
95,انحلت الحكاية بينكم؟
96,إمتى نحجيلهم بالمستجدات؟
97,طبطبناها يا ولد، بلا نوايا زينة.
98,بكم الساعة تواصلك؟
99,الله كريم، واجهت الشي الحمد لله.
100,تريدين سؤال عن الكتب الجديدة؟
101,ما سمعت شي عنها، شيصير هذا؟
102,تحترس لنفسك يا صاحبي.
103,الدكتورة قالت وربي الخاطر يرجع.
104,أولياء أمكانياتهم المحدودة يزيد عليهم.
105,طلابك ختاماً مرحلي̄اً.
106,أصغرهم صار شاطر وذكيا.
107,صاركني سؤال، في أي وقت ترتاح؟
108,طلعت قريب، عنده مكان رائع للمشروبات.
109,احب واجب اختي التصرُّفي، حكيمة.
110,ذاك الحجي حازم، ما يخوف ابد.
111,الحالة كلش سهلة، حتى نسويها.
112,خالتي كثيرين مشتاقين إلينا، نداريهم.
113,فضلًا نبعد عن الشتّه، وصل موعدنا.
114,وقت الضحى تعبان؟ استريح شوي.
115,هور يا والد خاطرك وايد لينا؟
116,قررت، رايح على الوفد هذا الأسبوع؟
117,اوعدكم جلسة قريبة سعيدة.
118,صابراً ممنون لأهلك دايماً.
119,خاتمة جهد تعبه آخرًا!
