ID,Text
1,كيفك هالأيام؟  
2,شو أخبار عيلتك؟  
3,كيف صحتك، إن شاء الله بخير؟  
4,طمني عنك وعن الأولاد، كيفهم؟  
5,الله يخلّي أهل البيت.  
6,وين هالغيبة؟ اشتقنالك!  
7,سمعت إنك كنت مريض، إن شاء الله سلامتك.  
8,كيف وضع الشغل معك؟  
9,إنتي منيحة؟ كيف بتمرقي يومك؟  
10,كيف الجو عندكم هالأيام؟  
11,أخبارك لسه مع زميلاتك القديمات؟  
12,بالك يا رب، كيف المطبخ معك هالأيام؟  
13,شو عاملين للغدا اليوم؟  
14,كيف صرتي مع تمارين الرياضة؟  
15,الولاد كيف بالدراسة، مادبين؟  
16,لسه بتلعب فوتبول عالويكند؟  
17,سلملي عالوالد، كيف صحته؟  
18,شو في جديد من صوبكن؟  
19,كيف كان اليوم معك؟  
20,من زمان ما شفت ولادك، كيفهم؟  
21,تحشيشة هالأسبوع غير شكل كالعادي.  
22,الله يرزقك ويعطيك راحة البال.  
23,بارح عملت فحص دوري، واطمنت عالصحّة.  
24,ما عندي شي يسوى شي، إنتي شو؟  
25,كل يوم بتعلّق الدنيا وما في فرج.  
26,شافيت علي مواعدتك مع الدكتورة؟  
27,شو بدنا نعمل بالوقت الجاي؟  
28,بس خلص كورونا، بنعمل عزايم عن جد.  
29,الأولاد هيّنونا، بس أهم شي الكل بخير.  
30,شو عندكن مشاريع للسفرة القادمة؟  
31,لازم نزور بيت ستي قريباً.  
32,كيف كان الأسبوع بالمكتب؟  
33,اشتقت لأيام زمان ولرِفقاتي بالمدرسة.  
34,كلها كم يوم وبتنحل القصّة.  
35,سألت عن أهل حلب، كيفهم؟  
36,ما تتأخر بالرجعة، الدنيا قاعدة برة بتنلف.  
37,اليوم اتفهّمت شي مهم، الصحة أهم من المال.  
38,كان عندي تواصل مع أصدقاء قدامى الأسبوع الماضي.  
39,هل رح تروحوا عالعرس كل العيلة؟  
40,شو عملتن خبرني؟  
41,شو كنت عم تقرى هالأيام؟  
42,الأولاتكتير مجتهدين، ما شاء الله.  
43,اي استنى شوي، الدنيا فاضية.  
44,عزّمني عالغدا وقال لي روح ما في مشاكل.  
45,اللهم دوم الصحة والعافية.  
46,شو في من مناسبات قريبة عندكم؟  
47,عم بجهز حالتي للرجيم من أول.  
48,مشتاقة لصوت الضحكة والقصص اللي علي.  
49,فكرت إنو لازم نعمل جمعة قريباً.  
50,يلا خليها تمشي ونقول يا رب.  
51,سمعتك عليك حمّاية، صحتين وهنا.  
52,صار وقت القهوة، تعال نحكي شوية.  
53,تغيير الجو كان مفيد للنفسية.  
54,الأطفال كلهم جمعوا حشبوني من كتر حبّهن.  
55,حاسة حالي شوي تعبانة من شغلة الشغل.  
56,من وقت ما رجعنا، وإحنا شادّين حيلنا بالدراسة.  
57,بتمنى تكون متأقلم مع الأجواء الجديدة.  
58,الجو ببيروت غير كل ما إروح على الشغل.  
59,منورة كالعادة، كتير اشتقنا للرفاق.  
60,موعد دكتور عليّل، بس بعزمكم عالقعدة.  
61,روحوا كان في دعوة، اسمها طلعوا من بالي.  
62,خيه، متى رح تتزوج نعمل حفلة؟  
63,كل يوم من القراية للرياضة للحياتي.  
64,الحمد لله بكل وقت نحس بجميل ربنا.  
65,سبحان الله هالوقت بمرق بسرعة عيه.  
66,قد ما بتمطر، كل الحياة تصبح مختلفه.  
67,قاعد أقرأ كتاب جديد، كتير مثير.  
68,الصحة أهم شي، وبعدين الباقي تبعا.  
69,دومتا سوالفك بيضحكوا، اسم الله عليك.  
70,كلمتين هنا وهناك، والدنيا حلوة بالضبط.  
71,جسمي من رياضتي بيستحمل كتير.  
72,قومي لنزور خالتنا، كتير إلها شوق.  
73,البيت صار كتير مهجور بدون صوت الأطفال.  
74,كل حدا إلو نكهة بوقت الضحك.  
75,كيف بتمر الشتا بارد هالمرّة؟  
76,وين الكل بيروحون بعد الغدا؟  
77,بتمنى لك السعادة وين ما رحت.  
78,شايف الدنيا من فوق كتير غير.  
79,قالوا إن فيه مناسبات، ولا شي؟  
80,الدني شفتي بكون أزكى لمّا بي منزلك.  
81,اليوم كان بنزهة قمر بالخارج.  
82,إجا واحد يهني من الجيران اليوم.  
83,كان يوم مشوي مليء بالذكريات.  
84,طريق الجامعة صعب، بس له أنا مبسوط.  
85,إجو معي الأولاد، كل واحد فيه حكاية.  
86,شو رأيك نروح اليوم مشوار عالبحر؟  
87,اشتقنا لضحتكن، وين خلوي بس؟  
88,حدا قلّك إن فيه برد جديد بطريقه؟  
89,غيرنا المدرسة كتير وتحسّن الجو.  
90,نحن بغربة جديدة، بس كمّلنا الحياة.  
91,تنطرني يوم أو يومين بمرق على دمشق لوح.  
92,ظنيتها بداية جديدة، فيكسروني.  
93,لحظة عند نكتة، لازم ساعد في جربتها.  
94,مشوار الشام طويل، بس أصوله وايد.  
95,نزل المطر شوي، لفحتني شمس.  
96,كل يوم في جديد نافذ الدنيا.  
97,فرحة آجمل بالفعل شفت خالي، ضبطت وضعو.  
98,هيدا الوقت كان فراق كتير صعب.  
99,لقينا السعادة بذكريات زمان سهله.  
100,كل شي وهكايي غير شكل.  
101,دايمة الصحة والعافية والروح السّموحة.  
102,كل لحظة أجمل من اللي قبل معك.  
103,الحمد لله بشوفت موقفني بحياتي.  
104,بليلة باردة انقضيت الليلة عم أفكّر.  
