ID,Text
1,خسني نلقا واحد الخدمة اللي تناسبني.  
2,عندك شي تجربة فهاد الميدان؟  
3,صافي، غادي نبدى من الغد.  
4,ما كاين حتى مشكل، أنا مستعد نخدم بجد.  
5,واش كتعرف شي واحد فالشركة ديالكم؟  
6,بالصحة، تقضي نهار طويل فالشغل.  
7,كيضرني راسي من كثرة الخدمة.  
8,عندي موعد مع المديرة اليوم.  
9,خاصني نجيب معايا السيرة الذاتية.  
10,دابا خاصني نكون حاضر فالمكتب بكري.  
11,حظ سعيد فالمقابلة ديالك.  
12,الناس هنا قاسين، خدمتي ولا غتكون صعيبة.  
13,عندنا عطل كل يوم جمعة، عارف؟  
14,وش كاين مشروع جديد غادي نبداو فيه؟  
15,فرحانة حيث لقيت خدمة مزيانة.  
16,خدمتي كتخليني نكتشف ناس جدد.  
17,بالصحة، كل واحد والوظيفة ديالو.  
18,دابا خاصني نركز على الهدف ديالي.  
19,كتعرف شي تقني فالإصلاحات؟  
20,كيفاش دوزتي النهار فالشغل اليوم؟  
21,خسني أتعلم تقنيات جديدة.  
22,أنا ما زلت فبداية الطريق هنا.  
23,مازال خاصني تطور فالمهنة ديالي.  
24,كيفاش أنا نكون جزء من هاد الفريق؟  
25,غادي نتنظر النتائج ديالك.  
26,صعيب نلقى التوازن بين الخدمة والحياة.  
27,فين كاين الجلسة العامة؟  
28,بغيت نسولك على فرص الترقية.  
29,أنا قلقان شوية من هاد التحدي.  
30,حمد الله على كل حال، الخدمة ما زالت موجودة.  
31,شحال من عام وانت خدام فهاد البلاصة؟  
32,تعارفنا فالأول كان زوين.  
33,لازم على المهمات تكون واضحة.  
34,حصلت على تدريب مزيان هاد الصيف.  
35,يلا كنتي باغي تقلب على خدمة، خاصك تصبر.  
36,دابا غادي نبدا نبحث على ريسوم والحسابات.  
37,كلموني فالأسبوع الجاي على العروض الجديدة.  
38,مني كتخدم، تكتسب خبرة مهمة.  
39,تقدر تخدم من الدار ولا المكتب؟  
40,كتبقى الخدمة روتينية إذا ما تبدلناش.  
41,شفت الشباب الجديد؟ عندهم طاقة عالية!  
42,كيف داز اليوم فالشركة؟  
43,خاصنا نكملو المشروع فالأجل المحدد.  
44,بغيت نقدم استقالتي، ضروري نبدل الجو.  
45,دابا دخلنا فمرحلة جديدة فالشركة.  
46,تبارك الله، الخدمة تفتح أبواب جديدة.  
47,ّلقيت شغل جديد، حاولت نكون إيجابي.  
48,أنا غادي نكون معاكم فهاد الاجتماع.  
49,محتاجين نطورو استراتيجياتنا.  
