ID,Text
1,شو رأيك نشوف المسلسل الجديد عالتلفزيون هالأسبوع؟  
2,"هل شفتِ الحلقة الأخيرة من ""الهيبة""؟ كانت مرعبة!  "
3,اليوم نازلين عالسينما لنشوف الفيلم الجديد.  
4,الفرقة هادي كتير حلوة، بحب أغانيها!  
5,بلكي بنروح عالكافيه بعد المدرسة، في حفلة صغيرة.  
6,الأغاني الجديدة كتير حلوة، بتحسها قريبة للقلب.  
7,إنت جاهز للبطولة بكرة؟ إن شاء الله تفوزوا!  
8,ما في أحلى من وقت لما نتجمع مع بعض ونشوف فيلم.  
9,"الصيف الماضي كنا نسمع أغاني ""مروان خوري"" كل يوم.  "
10,ماما كتير بتحب تتابع برامج الطبخ، تعلمت منها وصفات كتير.  
11,"تذكرت المشهد المضحك من ""تين و عشرة""، كنت أضحك لدرجة ما قدرت.  "
12,لميت الأصدقاء يوم الجمعة وشفنا مباراة كرة القدم سوا.  
13,الأفلام الهندية عم ترجع ترند، شو رأيك فيها؟  
14,"في مسلسل جديد اسمه ""عروس بيروت"" يستحق المشاهدة.  "
15,كل أسبوع بنحضر الحفلات، دايمًا يكون الجو حلو.  
16,هل بذكرك هالأغنية بشي ذكريات حلوة من طفولتك؟  
17,اليوم عم يشتغلوا عرض خاص على الأفلام، بدك تجي؟  
18,الشخصية الرئيسية بالمسلسل بتشبه اختي، بضحك كل مرة.  
19,"ما بترك حتى حلقة من ""صراع العروش""، مسلسل رائع!  "
20,"سمعت إنّو في نجم جديد طالع، اسمه ""عمر كمال"".  "
21,"بدي أحضر أغنية جديدة لفرقة ""مشروع ليلى""، سمعت إنّها روعة.  "
22,الألعاب الإلكترونية عم تصير موضة، لعبت مع رفقاتي مبارح.  
23,"أقوى مشهد ب""قلبي معك"" كان وقت تفاجأ بموضوع الزواج.  "
24,من زمان ما شفتك، بدي أحكي معك عن المسرحيات الجديدة.  
25,"أحب أسمع ""إليسا""، أغانيها بتحسسني بالحياة.  "
26,المباراة الجايه بين الأرجنتين والبرازيل، الكل متحمس.  
27,هل بنقدر نتابع فيلم سوا الجمعة الجاي؟  
28,هنالك ممثلين جدد بالعالم العربي، عم يجننوا الجمهور.  
29,كيف كانت حفلة البارحة؟ سمعت إنّها كانت رهيبة!  
30,"إذا بتحب السينما، في فيلم حلو اسمه ""كازابلانكا"".  "
31,تذكر آخر مرّة رحت فيها على المسرح؟ كانت تجربة ممتعة.  
32,صوت المغنية الجديدة عظيم، لازم تحضري أغانيها.  
33,هلشتغلوا عن الحفلات الصيفية في لبنان؟ خبروني كلشي!  
34,"شفت كيف الجمهور كله كان يغني مع ""نور مهنى"" بالكونسرت؟  "
35,"أنا طول الوقت بسمع أغاني ""فضل شاكر""، بحب صوته.  "
36,"هل تحضرون ""إكسترا تركي""؟ فيه أخبار حصرية عن المسلسلات!  "
37,شاهدت إعلان برنامج الطبخ، الأحلى بالوصفات الجديدة.  
38,معلومات عن الترند حالياً عم تنتشر بسرعة عبر السوشيال ميديا.  
39,وقت بحضر أفلام رعب، بحس قلبي عم يدق بسرعة!  
40,إذا بتحب الكرة، في دوري أبطال أوروبا اليوم.  
41,الأغنية اللي حطيتها على الإنستغرام كانت حلوة كتير.  
42,سهرنا ودردشنا عن الأفلام القديمة وآثارتها.  
43,هل تعرفين مين الفائز بجائزة أفضل ممثل هذا العام؟  
44,بالصيف الماضي، كنا نروح عالحفلات اللي بتنظمها البلدية.  
45,أنا وماريا رح نشارك بمسابقة رقص جديدة، نفسنا نرسم البسمة!  
46,"شفتوا كيف المتسابقين كانوا مثيرين في ""آراب آيدول""؟  "
47,"صوت المطرب ""زياد الرحباني"" بيخليني أشعر بالحنين.  "
48,عندك فكرة عن البرنامج الجديد اللي سمعنا عنه؟  
49,تخيل لو عنا حفل موسيقي بكل مدينة بالوطن!  
50,لحظات اللعب مع الفرقة كانت الأروع الصيف الماضي.  
