ID,Text
1,فشلتي في الامتحان ولكن ما تسربش ليك، حظك في الجايات.  
2,باش تقرا مزيان، خاصك تقسيم الوقت ديالك مزيان.  
3,المدرسة عندها دور كبير فحياة ولادنا.  
4,دابا، غادي ندوز للكلية خاصني نركز على الانجليزي.  
5,شحال من كتاب قريت هاد الشهر؟  
6,اللي ما قراش، ما يقدرش يحقق الاحلام ديالو.  
7,كتعرفي شنو خاصنا نديرو باش ننجحو؟  
8,المحفظة زادت ثقيلة بالكتب، ولكن ما عندي مانعا.  
9,أستاذة القواعد كانت صارمة ولكن كتعلمنا بزاف.  
10,أش درتي فالعطلة الصيفية؟ قريتي شي حاجة جديدة؟  
11,البروجي ديال المادة الاجتماعية غادي يكون صعيب.  
12,خديتي nota عالية فالإمتحان ديال الرياضيات؟  
13,القراءة كتعطينا أفكار جديدة وتفتح لنا الأفق.  
14,خاصني نراجع الدروس قبل ما تجي العطلة.  
15,تخدمت خدمتي هاد العام فالجماعة، وكان تجربة مفيدة.  
16,ويلاه، خليك إيجابي، غادي تجي الفصول الجاية بزاڤ.  
17,شكون غادي يحضر للسيمينار الجاي فالكليه؟  
18,بغيت نكتب مقال على الثقافة المغربية فالمادة الأدبية.  
19,دايرة سيتويشن مع صحابي باش نراجعوا سوا.  
20,ما كاين والو أحسن من التعاون بين الأصدقاء فالدراسة.  
21,آش باغي تدير من بعد الباك؟  
22,الإمتحانات بلا ضغط أفضَل، خاصنا نرتاحو شوية.  
23,غادي نتعلم بزاف فالمستقبل إلا كان عندنا إرادة.  
24,كيفاش كتخطط تمشي للمعهد العالي؟  
25,المحاضرات كتحمل الكثير من المعلومات.  
26,خصوصا المواد العلمية، خصهم الله يجازيه.  
27,دابا فالرابعة ثانوي، خصني نكون مركز.  
28,شكرا لك أستاذ على الدعم ديالك.  
29,ما تنساش تقرا قبل ما تنام، يساعدك على التركيز.  
30,المكتبة فيها بزاف ديال الكتب المفيدة.  
31,آش باغي تقرا فالسنة الجاية، شكون atencion؟  
32,الدراسة عن بعد أصبحت طريقة شائعة.  
33,بغينا واحد المكان ندرسوا فيه بلا إزعاج.  
34,عندي موعد مع الأستاذة، باغي نسولها على المشروع.  
35,الحصة ديال الفلسفة شغالة تخليني نفكر بعمق.  
36,لازم يكون عندنا عزيمة باش ننجحوا.  
37,شحال من مرة سمعتي الحكاية ديال الأوائل فالباك؟  
38,أنتفق مع الأصدقاء باش ندرسوا فواحد المكان.  
39,خاصني نبقى مركزة، هاد العام داس صعيب.  
40,أستاذ، نقدر نستعمل الحاسوب فالمكتبة؟  
41,الرياضيات صعيبة ولكن مع الممارسة كتصبح سهلة.  
42,دابا كندرس العلوما الطبيعية، واش كتفهم فيها؟  
43,الاستعداد للإمتحانات خاصو يكون شامل.  
44,ما تنساش تأخذ بعض الراحة بين الحصص.  
45,المدرسة كتعلمنا أيضا القيم والأخلاق.  
46,في الكلية، شكون عندو المعلومة الصحيحة؟  
47,آش كتدير غير تبغي تقرا بلا هدف واضح؟  
48,كتحسب راسك راس تلميذ مزيان؟  
49,الدراسة ليست مجرد واجب، بل هي تجربة حياة.  
50,أصبحت المدرسة مكان فيه تحديات كبيرة.  
51,دابا خاصني نركز على اللغة الفرنسية، غادي تعود مهمة.  
52,علاش كتحس بالملل أثناء الدراسة؟  
53,المدرسة جابت لي الكثير من الأصدقاء الجداد.  
54,خسني نكون منظم وفقط، هادشي هو الحل.  
55,التحصيل الدراسي مهم ولكن صحتك النفسية كيما.  
56,شحال ديال الوقت كتصرف فالدراسة كل يوم؟  
57,وزير التعليم كيدوي على إصلاح النظام التعليمي.  
58,حاجة زوينة نشاركوا تجاربنا فالأبحاث.  
59,لغتي الأم غادي تبقى مهمّة حتي فالتعليم العالي.  
60,مستقبل الأجيال الجديدة يعتمد على التعليم الجيد.  
61,البحث عن المعرفة هو أفضل سبيل لتطوير النفس.  
62,شفت البرنامج الجديد للمدرسة؟ كيتحدث على تقنيات التعلم الحديثة.  
63,انا بديت نتعلم اللغة الإسبانية.  
64,دابت باش نمرن راسي على الدراسة المستمرة.  
65,شحال من مرة غتعاود للمحتوى ديالك؟  
66,غادي نشوفو شنو غادي يجي فالمقابلة مع اللجنة.  
67,كيفاش كتشوف التعليم كيتموت فبعض المناطق؟  
68,خاصني نعدي دابا الإطار لكليتي.  
69,شكون كيدرس فمعهد لتدريب المعلمين هنا؟  
70,عندي بزاف ديال المشاريع الجاية، وشتا كدير كواليس.  
71,ليه ما شي حاس بالهم والمسؤولية؟  
72,التوجيه الجامعي ضروري باش نعرفو شنو نبغيو.  
73,مزيانة هاد الطريقة فالدراسة مع تحديث المعلومات.  
74,الاجتماعات داخل القسم تساعد فتعزيز التعاون.  
75,كتفكر شنو غادي توقف فالإمتحانات؟  
76,أنا كنحاول نلتزم مع طريقتي في التعلم.  
77,المكتبة الجامعية نصحتني بقراءات جديدة.  
78,كيفاش غادي تدير باش تبقى شاد دراستك؟  
79,قداش جبت من نقطة فالتقييم السابق؟  
80,الأستاذ ديال الإبداع كيعلمنا كيفية التفكير خارج الصندوق.  
81,الدراسة هي فرصة لتحقيق الأهداف الشخصية والمهنية.  
82,فالأخطاء نقدروا نتعلمو أكثر.  
83,كلية الطب عندها تحديات بزاف ولكن كتعطي فرص للمستقبل.  
84,تذكر، الإصرار هو مفتاح النجاح فالدراسة.  
85,إيلا قريتي، غادي تلقى معلومات جديدة على العالم.  
86,كتب القراءة كتحمل تجارب الآخرين.  
87,طريقي للنجاح غادي تكون عن طريق التعليم المستمر.  
88,الإمتحانات كتعلمنا السيطرة على التوتر.  
89,ما تنساش، الصبر كيزيد من قوة الإرادة.  
90,خاصة نكون مرنين في التفكير واستقبال المعلومات.  
91,الأستاذ ديالي قال لي لقيت طريقتك في التركيز؟  
92,بغيت نتعلم أكثر عن التقنية الجديدة فالدراسات.  
93,فضاء المدرسة كيعاود يحترم المساحة الفردية.  
94,الأبحاث كتعطيك فكرة ووسيلة لفهم العالم.  
95,الإستعداد للغد كيساعدني في تخطي التحديات.  
96,ما خاصكش تخاف من الأسئلة الغريبة.  
97,اشنو الاخبار على المنح الجامعية؟  
98,تنشط الآن الجمعيات لدعم التعليم.  
99,دارت عافاك تستعد لامتحان الفصل!  
100,كتفكر داك اليوم شكون كنا؟  
101,تعلم اللغات ولّي ضروري فهاد العصر.  
102,الملخصات كتساعدني على فهم الدروس بشكل أسرع.  
103,كيوجدوا لازم نكون آمنين فالتعليم.  
104,الإشاعات كتطغى على المعطيات الحقيقية فالكليه.  
105,يجب أن نبحث عن أساليب جديدة في التعلم.  
106,أشي مشكل فمادة الرياضات غادي ندرسها قريبا.  
107,شنو الأخبار على الفرص الدراسية فالأوروبا؟  
108,غدا عندي حصة جديدة، خاصني أكون مستعد.  
109,الشغف بالتعلم كيوصل للنجاح.  
110,الاختبارات الموحدة كتنقص التوتر بين الطلبة.  
111,الحاجة للمعرفة ماشي غير واجب، بل هي شغف.  
112,كن شجاع واضع هدفك، كيمشي ليك كلشي.  
113,كلية الهندسة كتحتاج لعقليات جديدة.  
114,ما تنساش تجرب أساليب جديدة فالدراسة.  
115,مؤخرا، قرايت مقال حول التقنيات التربوية.  
116,الاستمرار في التعلم عبر الإنترنت أضفى تنوع.  
117,كنتنيها مزيان من أجل محتوى الشهادة.  
118,القيم التربوية كتنقل لنا معاني الحياة.  
119,تخلاقي طريقة خاصة بشي جماعة دعم دراسي.  
120,قريت بزاف على التعليم المبدع فالعالم.  
121,جدتي كانت كتقول لي: التعلم ما عمرو يتوقف.  
122,التعاون بيم الطلبة يساعدهم على تحقيق الخير.  
123,الحب للتعليم كيوصلنا لأهداف كبيرة.  
124,ماكنت معاكم فالصباح، آش وقع اليوم؟  
125,وليت نحب نقرا على العولمة وكيفاش تأثر فينا.  
126,ع طريق التعلم المستمر غادي نحسن نفسي.  
127,كل ما عرفت أكثر، كيتجلى لي مستقبل أوضح.  
128,أش خاصني ندرس باش نفهم العالم على حقيقته؟  
129,دراسة التاريخ كتخلي الواحد يتعلم من الأخطاء السابقة.  
130,وكيفاش يمكننا نقدموا دروس فالمجتمعات النائية؟  
131,دراستي كتفتح لي آفاق جديدة فالحياة.  
132,سير السلي في الحصة ديال التربية البيئية.  
133,كينين طلاب بزاف اللي عندهم أهداف عظيمة.  
134,غالبا الطلاب يحتاجوا وقت يتأقلموا.  
135,الأساتذة الكفاءة هم منبع الإلهام.  
136,فالصيف، يعود وقت مناسب لاستكشاف مواضيع جديدة.  
137,مشاركة الأفكار بين الطلبة كتساعد على الابتكار.  
138,وين مني عرفت بأن التعلم مزيان حتى للراحة النفسية؟  
139,الاختيار السليم لمجال الدراسات يعزز النجاح.  
140,واش فكرتي في التعلم الذاتي كواحد الطرق الفعالة؟  
141,غادي نتنقل بين المدارس للتعرف على التجارب المختلفة.  
142,جربت أنشطة متنوعة تساعد على التعلم الفعّال.  
143,عيطت على الأصدقاء باش نتعاونوا مع بعضنا في المشاريع.  
144,اتيمن الحوار الرقمي بين الطلبة، يقدم فرص جديدة.  
145,كتشوف العالم كيف غادي يتحسن فالمجال التعليمي؟  
