ID,Text
1,الدراسة فالمغرب مزيانة بزاف.  
2,واش حضّرتي لدرس اليوم؟  
3,عندي كونترول فالماث غدا.  
4,الأستاذة ديال الفلسفة شرحات الدرس مزيان.  
5,نحتاج نقرا شوية الفرنسية قبل المنتحان.  
6,المكتبة عامرة بالطلاب دابا.  
7,واش فاتح التسجيل فالكلية؟  
8,التاريخ مادة معقدة ولكن زوينة.  
9,كانجيو معطل للمدرسة كون الحكومة نوقات الطرقات.  
10,استاذ العلوم مكيفهمش التلامذ بزاف.  
11,الطالبة خديجة دائما متألقة فالدروس.  
12,كاع التنويات عندهم نشاطات رياضية متنوعين.  
13,كانكرهو الجغرافيا حيت فيها بزاف ديال الحفظ.  
14,كندير حسانة مع صاحبتي باش نستافدو.  
15,عائلتي كيشجعوني نكمّل القراية ديالي فالجامعة.  
16,اخويا كيجي ياخذني فالأتوبيس وقت المدرسة.  
17,مازال كنتسنى النتائج ديال الباك.  
18,اللزامة فالمغرب مهمّة فالنجاح.  
19,عندي تأثير مزيان فاللغة الانجليزية.  
20,خصني نحسن من المستوى ديالي فالكيميا.  
21,الكومبيوتر ضروري لأبحاثي فالجامعة.  
22,كانحب نقرا فالمساء كيكون الهدوء.  
23,مسابقة الشعر كانت رائعة هذا العام.  
24,فصلنا فاز بأحسن مسرحية فالمدرسة.  
25,مازال تنبحث على المراجع فالمكتبة.  
26,الأولاد كانوا فرحانين فالرحلة المدرسية.  
27,المغرب حاضر بقوة فمسابقات الرياضيات الدولية.  
28,كيفاش نقدر نحسن الأداء ديالي فاللغة الألمانية؟  
29,المدارس الخصوصية كتطلب مصاريف غالية.  
30,سنة أولى فالجامعة صعيبة شوية.  
31,جاتني فكرة مشروع بحث فالأدب الشعبي.  
32,الطلاب كيناقشوا عقلية المغاربة فالجامعات.  
33,نكتشفوا العوالم المختلفة عبر القراءة.  
34,الأستاذ دام لنا تايم فالمحاضرة اليوم.  
35,أول مرة دوزنا الدرس فالحديقة.  
36,كانحضّر الجلسة ديال البحث العلمي.  
37,التاريخ والثقافة مزيانين فالبرنامج الوطني.  
38,نقرا وندوّن الملاحظات لمراجعة.  
39,دونك آنا دبا في الكلية ديال العلوم الاقتصادية.  
40,كانكتب بزاف ديال المقالات فالمدونات الجامعية.  
41,واقيلا خصني ندوز فامتحان اللغة الفرنسية الموحد.  
42,الأستاذ شرح الطريقة الصحيحة لحل المعادلات.  
43,كيفاش نقدر نواجه صعوبة التخصص ديالي؟  
44,كانشارك فالمنتديات التربوية لتنمية المهارات.  
45,الحوايج موفرين فالمدرسة هاذ العام.  
46,دبا شنو قررتي بعد الدورة الاستدراكية؟  
47,التلامذ كيجهدوا نفسهم بزاف قبل الامتحانات النهائية.  
48,كانقرا القناطر الخاصة بالتعليم فالجرائد.  
49,الرياضة الصباحية كتكون مفيدة قبل الدروس.  
50,نقاطي فالأدب الانجليزي حسنوا معنوياتي.  
51,كانحضر لمشروع التخرج فتصميم المواقع.  
52,قطعنا شوط كبير فإصدار مجلة الابتكار.  
53,أصدقاء الدراسة كاتزاد بينهم الصداقة.  
54,كتبنا واعدنا تقارير البحث بفضل التعاون.  
55,صديقنا قدم عرض زوين فالصف.  
56,خديت دورات أونلاين فالتصميم الجرافيكي.  
57,عندنا أول محاضرة دكتوراه الأربعاء الجاي.  
58,واش كتفضل امتحان ولا تعمل مشروع؟  
59,معرض الفن فالكلية كان مثير الإعجاب.  
60,الفصل الدراسي هاذ العام متنوع وشيق.  
61,واش لوندرس كيعطيوك فحال المدارس العمومية؟  
62,كانتناقشو فمشاكل التعليم.  
63,كتبنا الخلاصة ديال اللقاء بناء على ملاحظاتكم.  
64,التعليم عن بعد زاد من قدرتي على التنظيم.  
65,أول مرة تفكرت كيفاش التعلم كيغير شخصية الانسان.  
66,المناسبات الثقافية فالجامعات كاتعزز الروابط بين الطلاب.  
67,أهمية القراءة مبينا فالأدب المغربي.  
68,نلقاو صعوبات فالتوجه مع الدراسة.  
69,كل نهار كانتعلم شي حاجة جديدة فالكلية.  
70,طاحت معاي ملخصات الدرس الأخير فالطريق وتمزقو.  
71,قرينا المقولات المهمة فالدرس وعاودنا الطلب.  
72,كيفاش تقدر تنجح فامتحان مقالي؟  
73,تجارب المختبر أعطتنا نظرة جديدة.  
74,أستاذ اللغة العربية شجعنا على كتابة الخواطر.  
75,شكلنا لجنة تحضيرات حفلة التخرج.  
76,فالمطاعم الجامعية تقدر تلقى كل الأطباق.  
77,الباحثين كيبحثوا على التمويلات للأبحاث مهمين.  
78,واش حضرتي بينزل لكلية العلوم الإنسانية؟  
79,كل نهار كانتعلم شي حاجة جديدة فالكلية.  
80,فالدورة الفصلية كانتناقشو مقالات علمية.  
81,الفصول الدراسية غادي يتم تحديثها قريب.  
82,الأنشطة اللاصفية تعلّمنا قيم العمل الجماعي.  
83,فاتني درس الفزياء اليوم.  
84,بعض الأساتذة كانجبر معاهم صعوبة فالتواصل.  
85,ديما كانفكر في تحسين مستوى الرحة النفسي للدراسة.  
86,المشاريع الجماعية كتزيد من تفكيرنا النقدي.  
87,البحث على المراجع فالإنترنت كيكون فعّال.  
88,الأولاد كانوا فرحانين فالرحلة المدرسية.  
89,خدمت مشروع على التطبيقات الذكية.  
90,حجم البرامج الدراسية كبير شوية.  
91,الأساتذة كيشرحوا المواضيع بالعربية والأمازيغية.  
92,نظّمنا ورشة عمل للتوعية بالبيئة.  
93,راه ممكن تستعمل التكنولوجيا لتعزيز فعالية الدروس.  
94,المواد العلمية كتكون ممتعة ولكن فيها تحدي كبير.  
95,الأفلام الوثائقية كاتعطينا معلومات قيمة.  
96,مسارنا الدراسي كيبقى في الذهنية ديالينا.  
97,كلية الطب كتحتاج تفرغ كبير ومثابرة.  
98,جبت مجموعة ديال الكتب من المعرض الدولي.  
99,دويت مع المستشار التعليمي حيت بغيت نختار تخصص.  
100,قسمنا متّحد فأي نشاط كانديروه.  
101,خصني نتعلم كيفاش نقسم وقتي بطريقة فاعلة.  
102,الدروس عبر الانترنت زادت شعبية بزاف.  
103,تنظيم الوقت مهم بزاف فالعام الدراسي الجديد.  
