ID,Text
1,طيب، وين شغلك اليوم؟  
2,تأخرتوا اليوم زحمة الطرق كانت!  
3,متى بتنتهي من مشروعك؟  
4,مسوي قهوة تجنن يا محمد.  
5,الله يعينك على ضغط الشغل.  
6,الاجتماع الجاي متى بيكون؟  
7,أحتاج أطلع إجازة، صار لي شهر ما ارتحت.  
8,أمس كان في شغل واجد.  
9,وش آخر أخبار الترقية؟  
10,الشركة بتنقل لمكان جديد قريب.  
11,بدينا الدوام بكير اليوم؟  
12,أحتاج وقت أراجع العرض.  
13,كم صار لك تشتغل معنا؟  
14,ما أنسى التسليمات هالأسبوع!  
15,عرفت وش الوظيفة الجديدة؟  
16,حاس إن المكتب صار ضيق!  
17,مرتاح مع المدير الحالي؟  
18,الشركة نازلة لها إعلان وظيفي.  
19,تجهز أشياءك للاجتماع؟  
20,العمل عن بعد صار مريح.  
21,اليوم نخلص الساعة كم؟  
22,في حوافز جديدة للموظفين.  
23,كيف توفق بين الشغل والحياة الشخصية؟  
24,سمعت إنك بتنتقل لفريق ثاني.  
25,الوضع هالأيام مستقر؟  
26,عزمنا الشباب لحفلة تخرج.  
27,استمتعت بالإجازة الأسبوع اللي فات؟  
28,تكاليف النقل زادت.  
29,دورتك التدريبية كانت مفيدة؟  
30,المدير يبغى نشوف الحلول سريع.  
31,ما حصلت وقت أشيك البريد.  
32,كيف كان الانترفيو مع الشركة؟  
33,الشركة تستثمر في التقنية الحديثة.  
34,أحتاج خصم من الإجازات.  
35,اليوم زميلنا جايب ضيافة.  
36,الوضع هادئ اليوم، الحمد لله.  
37,التقييم السنوي قرب؟  
38,اخذت دورات أونلاين هالفترة.  
39,بشتري جهاز جديد للشغل.  
40,الشركة منحتنا يومين إجازة إضافية.  
41,احترت بين مشروعين أبغى أشتغل عليهم.  
42,اليوم طالع بكير، عندي موعد.  
43,تعرفت على زملاء جدد.  
44,بدأت اجتماع بخاصية الفيديو.  
45,الرئيس الجديد كفو ومهني.  
46,دخلت توظيفات جديدة الشركة.  
47,كيف وضع الفود كورت اليوم؟  
48,اليوم تأخر تسليم المشروع.  
49,طلعلي عمل خارج الرياض.  
50,قاعد أخطط لأسبوع أقل ضغط.  
51,عندي مقابلة مع إدارة الموارد البشرية.  
52,الدوام مرهق مرات.  
53,حصلت على أداة بتسهل الشغل عليّ.  
54,الدورة التدريبية أونلاين تيجي بوقتها.  
55,التقييم السنوي قرب موعده.  
56,حاب أغير مكتبي مكانه.  
57,الجو مع زملاء العمل ممتع.  
58,العمل يتطلب شوية صبر.  
59,أحاول أوازن بين الشغل والراحة.  
60,مدير المشروع مهتم بالتفاصيل.  
61,أنا مترشح لتقدير، مبسوط كثير.  
62,تنظيم الأوقات مهارة لازم أتعلمها.  
63,الشركة تمنح فرصة للتطوير الشخصي.  
64,قاعدين نشتغل على إنجاز الأهداف.  
65,العمل الجماعي يحقق نجاح البابين.  
66,أحتاج طابعة جديدة للمكتب.  
67,أخذنا جولة تفقدية للموقع الجديد.  
68,الزملاء كفو في أداء المهام.  
69,أبحث عن بدائل للإنجاز أسرع.  
70,السوشال ميديا تسندنا للتسويق.  
71,اللجنة اجتمعت للبت بالمشاريع.  
72,على طالبين دور تدريبية في الشركة.  
73,كيف تحديث الأجهزة في الشركة؟  
74,الزملاء دايم يساعدوني.  
75,دايم نتعلم من تجاربنا بالعمل.  
76,تقارير الأداء جاهزة للتقديم.  
77,اليوم أكلنا غداء جماعي.  
78,الإدارة حريصة على راحة الموظفين.  
79,الجداول تتنظم باحترافية.  
80,أحتاج مساعدة بالعرض التقديمي.  
81,حاول مو تستهلك وقتك كله بالدوام.  
82,مديرنا الجديد عنده رؤية مستقبلية.  
83,الشغل الجماعي يزيد التحفيز.  
84,قدمنا طلبات جديدة للإدارة.  
85,أشكر زملائي على دعمهم.  
86,الشركة توسعت وأخذت مشاريع جديدة.  
87,جلسة المقهى مع الزملاء بعد العمل.  
88,النظام الجديد يختصر وقت كثير.  
89,مدير القسم حريص على رأي الكل.  
90,أقدر أخلص مهامي في الوقت المحدد.  
91,ما أنسى أهنئ الزملاء على المجهود.  
92,تقارب الزملاء يعزز روح الفريق.  
93,طلبنا اللوازم المكتبية.  
94,المكان يفتح النفس بعد التجديدات.  
95,أفكر في التعليم المستمر.  
96,الشركة تينية بمثل هالقسم.  
97,الاجتماع مع البارتنر ناجح.  
98,المنظومة الجديدة شقالة تمام.  
99,فقرة الأسئلة في الاجتماع كانت واضحة.  
100,الزملاء دائمًا يشاركون بالأفكار.  
101,الأداء في تحسن ملحوظ.  
102,اجتماع نهاية السنة قرب.  
103,حدثني عن خططك للمستقبل المهني.  
104,أحتاج أقرر عن الإجازة الأسبوع الجاي.  
105,انجزت عمل واجد اليوم، مريح النفس.  
106,الدوام في مواعيد منظمة يريح البال.  
107,كيف كان أداءك في الاجتماع الأخير؟  
108,المشروع على وشك الانتهاء.  
109,أمس رتبت كل ملفاتي وأوراقي.  
110,العمل الجماعي يوصلنا لأفضل الحلول.  
111,عززنا روح العمل بتقسم المهام.  
112,أراجع البريد الإلكتروني بشكل دوري.  
113,كيف شغلك مع التفاعل الاجتماعي؟  
114,اليوم عندنا حفل تكريم للموظفين.  
115,الكنكت الجديد يدعم الاتصال السريع.  
116,دائمًا أبحث عن حلول مبتكرة.  
117,العمل إلهام وتحدي.  
118,الاجتماعات تساعدنا على التفاهم.  
119,الخبرة تصقل المهارات.  
120,يهمني أحقق توازن بالحياة المهنية.  
121,الشركات اليوم بحاجة لإبداع أكثر.  
122,احتفظ بتنظيم وقتك لنجاحك.  
123,تعلمت الكثير من هالشركة.  
124,التعاون يساعد على حل أي مشكلة.  
125,الدوام بدون ضغط ممتع.  
126,العمل الدؤوب يشجع الآخرين.  
127,أحتاج يوم أطلع فضفض.  
128,دائمًا أتعلم من زملائي المتميزين.  
129,الشهادة تعلي من شأنك فالمجال.  
130,اشتغل على طاقة إيجابية.  
131,التقرير جاهز علشان الاجتماع الجاي.  
132,الإنجازات تُرفع من قيمة العمل.  
