ID,Text
1,أريد أقدم على وظيفة جديدة، شنو رأيك؟  
2,يلا نروح نشوف فرص العمل الجديدة.  
3,أنا مشغول بالشغل اليوم، ما أقدر أطلع.  
4,مرتاح بهالدوام، بس أتمنى يرفعون لي الراتب.  
5,هاي الشركة شكلها ناوية تتوسع، هم تحمد الله.  
6,الشغل ممل اليوم، أحتاج شوية تغيير.  
7,عندي مقابلة عمل بكرة، قلقان عليها.  
8,دوامنا كليش ضغط، بس نحاول نكمل.  
9,تدري شنو، عندي فكرة لمشروع جديد.  
10,هاي السالفة تحتاج تفكير عميق قبل ما نبدأ.  
11,زين لو نشارك مع بعض بمشروعنا.  
12,اليوم صادفت واحد من زملاء الدراسة، وقالي شغلة حلوة.  
13,أحب شغلي بس ساعات يكون متعب.  
14,تذكر أول يوم اشتغلت بيه؟ كان توتر كبير.  
15,وين تحب تشتغل، بالقطاع خاص لو حكومي؟  
16,أخيراً حصلت زيادة بالراتب، خوش خبر.  
17,دوام الصبح كرف، بس أحسن من المساء.  
18,لازم ننظم فريقنا بالشغل.  
19,منو يخلص هالمهمات بسرعة؟  
20,عندي بروجكت كبير، لازم أنجزه قبل نهاية الأسبوع.  
21,ماكو وقت هاليومين، كلشي ضاغط.  
22,أنا أفكر أغير مسار شغلي، شنو رأيك؟  
23,صديقينا اختاروا حياتهم المهنية، وهاي خطوة طيبة.  
24,أكثر شي أكره التأخير بالمواعيد.  
25,على فكرة، سمعت إن مصلحة جديدة فتحت.  
26,عندي صديق بالعمل يقدر يساعدني بالبحث عن وظيفة.  
27,عندي شغل مو مهم رح أخليه لبعد.  
28,هادول الزبائن يحبون الخدمة السريعة.  
29,كل يوم أتعلم شي جديد بالشغل، الحمد لله.  
30,المصاريف كثروا، لازم أزيد دخلي.  
31,إحنا فريق قوي، ونقدر نتخطى أي تحدي.  
32,المدير يركز على الإنتاجية، وفيه ضغط.  
33,اليوم ناقص واحد من فريقنا، لازم نساعده.  
34,آني دائم أكون الأول بالإنجاز، الحمد لله.  
35,متى موعد التقرير النهائي؟ لازم نكون جاهزين.  
36,اختصرت الطريق وخلصت الشغل بكير.  
37,التواصل والحوار بين زملاء العمل مهم.  
38,عندي زملاء يعاونوني، وماكو شي أحسن من التعاون.  
39,كل يوم نروح للغدا مع بعض، جوتنا طيبة.  
40,أحب أشتغل مع ناس يعطوني طاقة إيجابية.  
41,ما أعتقد إنه العمل عن بعد يناسبني.  
42,شفت الشغل الجديد، شنو رأيك؟  
43,هذا الشهر حيكون عدنا تعيينات جديدة.  
44,أحتاج مساعدة بالتحضير للمقابلة.  
45,ها الآلة الجديدة رح تسهل علينا الشغل.  
