ID,Text
1,وين تسافرون هالأيام، شباب؟  
2,انا دزيت عائلتي للبصرة، الجو هناك حلو.  
3,هل جربتوا الفلافل في العراق؟ طعمها يجنن!  
4,نحب نروح الكرادة قبل العيد، الكل يشتري ملابس جديدة.  
5,الشوارع بالعراق مليانة زحمة، بس تعوّدت عليها.  
6,قبل يومين رحت لحديقة الزوراء، كان جواها روعه.  
7,رايحين نأكل شاورما بـالنجف، سمعت إنه لذيذة.  
8,صديقة جديدة من كربلاء جت لزيارة بغداد، ونورتنا.  
9,أريد أسافر لدبي، لكن السفر غالي هالسنة.  
10,لازم تزوروا المتحف العراقي، فيه آثار قيمة.  
11,صحيح السماء هنا زرقا مثل البحر، بس مافي بحر!  
12,شتريد تصيح بالبازار بعد انتهاء يوم؟… تعال نروح نتسوق!  
13,محتارين نختار مطعم، بس الكل يقول للماي طرشي.  
14,عائلة صديقي كانت بالعطلة في السليمانية، انبسطوا زين.  
15,شفتوا الصور من معبد آشور؟ تراثنا عظيم!  
16,نظمنا رحلة للجزيرة، لازم نروح نتاكّل سمك.  
17,بالأعياد الكل يتجه لزيارة الأقارب، تقاليد حلوة.  
18,تردون نطابع بالحديقة العامة يوم الجمعة؟  
19,سالفة البدو شي مثير، يتنقلون ويعيشون بعكسنا.  
20,الحجّاج في موسم الحج، بس الجو يكون ضاغط.  
21,عادت العائلات الى القرى بعد الحرب، بس بعضهم مزال ببغداد.  
22,لا تنسون تشتريوا الحلوى البغدادية، طعمها مميز.  
23,شفت شجرة النخيل في السوق، شكلها عجيب.  
24,بالصيف، نحب نروح للمياه الباردة في الجبال.  
25,أتذكر وقت رحنا لكربلاء، المكان كان مليان جو روحي.  
26,"اكو بازار اسمه ""الشورجة""، فرصة تشوفون كلشي.  "
27,لازم نجرب الحلى العراقي، مثل الكنافة والبقلاوة.  
28,وين نقدر ناخذ قناني ماء للشرب بالرحلات؟  
29,اخواني جربوا ركوب الجمال في الميمونة، كانوا فرحانين.  
30,تعرفون أحد يجيد التصوير هناك، نريد صور ذكريات.  
31,الصوت الموجود في الشارع يحمسني دايمًا.  
32,احنا عائلة نحب السفر بوساطة السيارة.  
33,أحب منظر النهر ودائما أذهب للجلوس بجنبه.  
34,وقت الظهر، الشوارع تصير خالية، حر شديد.  
35,المراسم الدينية بالنجف تختلف عن باقي المناطق.  
36,هل رأيتم الدمى الي يبيعوها بالأعياد؟ حلاوة.  
37,أكو مهرجان ثقافي بالعراق، يجب أن نروح له.  
38,حديقة الجراح مربحة لمن تحب الطبيعة والهدوء.  
39,طريق السفر برّاً من بغداد لكربلاء يدعو للمتعة.  
40,صديقتي زارت بابل، تحكي عن الجمال القديم.  
41,كلما نسافر، نشتري هدايا لأحبابنا.  
42,شفتوا الدورات الافتراضية عن التراث العراقي؟  
43,طابق شجرة الكازورينا هناك، جوها شاعري.  
44,هسّة احنا فكرين نروح أسواق الشورجة، يحتاج مبلغ معقول.  
45,عمي يقول العراق محتاج سياحة طبيعية أكثر.  
46,نحب نروح إلى شلالات كلي عليج، مكان مدهش.  
47,رحلتنا كانت جداً مشوقة لتمثال الحرية في الكرخ.  
48,هناك أهلًا وسهلاً، العراق فخر العراقة!  
49,العراقيين يشتهرون بحب الكرم والضيافة.  
50,صندوق المسافر ممتلئ بالذكريات الحلوة.  
51,يوميا نسافر عبر الافتراضي لما نوصل لبلدان بعيد.  
52,الذي يحب ينطلق في السيارة بسرعة، لازم يحترس.  
53,الأخوات حبوا زيارة الأهوار، رحلة رائعة.  
54,هناك متجر حلو ينتج المصنوعات اليدوية في الميدان.  
55,ما زلت أذكر أول رحلة لي إلى أربيل، جوها خرافي.  
56,تجربة الأكل مع الأصدقاء تحلو بجمع أهلنا.  
57,رحلة الباص بها أسعار رائعة، راحة ومغامرة.  
